Index;Latitude;Longitude;Distance from Tx [km];Terrain height [m a.s.l.]
488;50,5048951240168;22,425601829718;48,8;165
489;50,5050796511903;22,4269857474226;48,9;175
490;50,5052641619577;22,4283696759425;49;163
491;50,505448656319;22,4297536152767;49,1;178
492;50,5056331342737;22,4311375654245;49,2;158
493;50,5058175958217;22,4325215263851;49,3;156
494;50,5060020409628;22,4339054981577;49,4;175
495;50,5061864696967;22,4352894807414;49,5;198
496;50,5063708820231;22,4366734741355;49,6;183
497;50,5065552779419;22,4380574783391;49,7;196
498;50,5067396574529;22,4394414933515;49,8;209
499;50,5069240205556;22,4408255191718;49,9;219
500;50,50710836725;22,4422095557992;50;206
501;50,5072926975359;22,443593603233;50,1;220
502;50,5074770114128;22,4449776614723;50,2;201
503;50,5076613088808;22,4463617305163;50,3;192
504;50,5078455899394;22,4477458103642;50,4;222
505;50,5080298545884;22,4491299010152;50,5;211
506;50,5082141028277;22,4505140024684;50,6;203
507;50,508398334657;22,4518981147232;50,7;224
508;50,508582550076;22,4532822377786;50,8;225
509;50,5087667490845;22,4546663716339;50,9;219
510;50,5089509316823;22,4560505162883;51;217
511;50,5091350978692;22,4574346717409;51,1;218
512;50,5093192476448;22,458818837991;51,2;209
513;50,509503381009;22,4602030150377;51,3;192
514;50,5096874979616;22,4615872028803;51,4;194
515;50,5098715985023;22,4629714015178;51,5;188
516;50,5100556826308;22,4643556109496;51,6;197
517;50,510239750347;22,4657398311748;51,7;194
518;50,5104238016505;22,4671240621926;51,8;206
519;50,5106078365413;22,4685083040022;51,9;213
520;50,5107918550189;22,4698925566028;52;184
521;50,5109758570832;22,4712768199936;52,1;186
522;50,511159842734;22,4726610941737;52,2;189
523;50,511343811971;22,4740453791424;52,3;202
524;50,511527764794;22,4754296748989;52,4;195
525;50,5117117012028;22,4768139814423;52,5;205
526;50,511895621197;22,4781982987718;52,6;203
527;50,5120795247765;22,4795826268867;52,7;214
528;50,5122634119411;22,4809669657861;52,8;221
529;50,5124472826905;22,4823513154692;52,9;216
530;50,5126311370244;22,4837356759352;53;207
531;50,5128149749427;22,4851200471833;53,1;184
532;50,5129987964451;22,4865044292127;53,2;184
533;50,5131826015313;22,4878888220226;53,3;169
534;50,5133663902012;22,4892732256122;53,4;174
535;50,5135501624545;22,4906576399806;53,5;197
536;50,5137339182909;22,4920420651271;53,6;201
537;50,5139176577103;22,4934265010509;53,7;207
538;50,5141013807124;22,494810947751;53,8;200
539;50,5142850872969;22,4961954052269;53,9;206
540;50,5144687774636;22,4975798734775;54;202
541;50,5146524512123;22,4989643525021;54,1;200
542;50,5148361085428;22,5003488423;54,2;193
543;50,5150197494548;22,5017333428702;54,3;201
544;50,515203373948;22,5031178542121;54,4;202
545;50,5153869820223;22,5045023763247;54,5;214
546;50,5155705736775;22,5058869092073;54,6;211
547;50,5157541489132;22,507271452859;54,7;212
548;50,5159377077292;22,5086560072791;54,8;199
549;50,5161212501253;22,5100405724668;54,9;207
550;50,5163047761013;22,5114251484212;55;207
551;50,516488285657;22,5128097351415;55,1;198
552;50,516671778792;22,5141943326269;55,2;195
553;50,5168552555063;22,5155789408766;55,3;208
554;50,5170387157994;22,5169635598898;55,4;192
555;50,5172221596713;22,5183481896657;55,5;197
556;50,5174055871216;22,5197328302035;55,6;194
557;50,5175889981501;22,5211174815023;55,7;208
558;50,5177723927566;22,5225021435614;55,8;196
559;50,5179557709409;22,52388681638;55,9;198
560;50,5181391327027;22,5252714999572;56;193
561;50,5183224780418;22,5266561942922;56,1;187
562;50,518505806958;22,5280408993842;56,2;195
563;50,5186891194509;22,5294256152324;56,3;198
564;50,5188724155205;22,5308103418361;56,4;201
565;50,5190556951664;22,5321950791943;56,5;191
566;50,5192389583884;22,5335798273063;56,6;181
567;50,5194222051863;22,5349645861713;56,7;187
568;50,5196054355599;22,5363493557884;56,8;203
569;50,5197886495088;22,5377341361569;56,9;191
570;50,5199718470329;22,5391189272759;57;201
571;50,520155028132;22,5405037291446;57,1;195
572;50,5203381928058;22,5418885417623;57,2;178
573;50,5205213410541;22,5432733651281;57,3;190
574;50,5207044728766;22,5446581992411;57,4;195
575;50,5208875882731;22,5460430441007;57,5;199
576;50,5210706872433;22,5474278997059;57,6;183
577;50,5212537697872;22,548812766056;57,7;197
578;50,5214368359043;22,5501976431501;57,8;207
579;50,5216198855944;22,5515825309875;57,9;215
580;50,5218029188575;22,5529674295673;58;195
581;50,5219859356931;22,5543523388887;58,1;187
582;50,522168936101;22,555737258951;58,2;188
583;50,5223519200811;22,5571221897532;58,3;188
584;50,5225348876331;22,5585071312946;58,4;190
585;50,5227178387568;22,5598920835745;58,5;206
586;50,5229007734519;22,5612770465918;58,6;190
587;50,5230836917181;22,562662020346;58,7;206
